[34, 54, 69, 80, 87, 91, 104, 109, 116, 126, 132, 144, 156, 172, 176, 181, 189, 203, 206, 212, 220]
[4, 34, 54, 70, 81, 88, 91, 110, 119, 126, 132, 144, 155, 160, 172, 181, 189, 192, 207, 212, 220]
[4, 34, 54, 69, 80, 85, 93, 94, 110, 119, 127, 136, 143, 151, 157, 163, 172, 182, 188, 205, 214]
[4, 34, 54, 70, 76, 84, 91, 105, 115, 120, 125, 136, 144, 156, 171, 176, 182, 186, 190, 207, 214]
[4, 34, 54, 70, 81, 88, 91, 110, 119, 126, 132, 144, 155, 160, 172, 181, 189, 192, 207, 212, 220]
[4, 34, 54, 69, 80, 85, 93, 94, 110, 119, 127, 136, 143, 151, 157, 163, 172, 182, 188, 205, 214]
[4, 34, 54, 70, 76, 84, 91, 105, 115, 120, 125, 136, 144, 156, 171, 176, 182, 186, 190, 207, 214]
[4, 34, 54, 70, 76, 84, 91, 106, 119, 126, 132, 144, 156, 172, 173, 180, 189, 202, 211, 215, 220]
[4, 34, 54, 69, 80, 87, 98, 100, 109, 116, 126, 132, 144, 155, 160, 172, 182, 188, 205, 206, 214]
[34, 54, 70, 81, 88, 91, 105, 119, 125, 136, 140, 152, 156, 172, 173, 180, 189, 202, 205, 212, 220]
[4, 34, 54, 70, 76, 84, 91, 106, 117, 126, 136, 139, 146, 157, 164, 176, 182, 189, 199, 211, 219]
[4, 34, 54, 70, 76, 84, 91, 106, 119, 126, 132, 144, 156, 172, 173, 180, 189, 202, 211, 215, 220]
[4, 34, 54, 69, 80, 87, 98, 100, 109, 116, 126, 132, 144, 155, 160, 172, 182, 188, 205, 206, 214]
[34, 54, 70, 81, 88, 91, 105, 119, 125, 136, 140, 152, 156, 172, 173, 180, 189, 202, 205, 212, 220]
[4, 34, 54, 70, 76, 84, 91, 106, 117, 126, 136, 139, 146, 157, 164, 176, 182, 189, 199, 211, 219]
[4, 34, 54, 70, 81, 88, 91, 110, 119, 126, 132, 144, 148, 157, 165, 175, 182, 185, 190, 208, 215]
[4, 34, 54, 69, 77, 86, 93, 110, 119, 126, 132, 144, 154, 159, 164, 174, 181, 188, 191, 208, 215]
[4, 34, 54, 70, 81, 88, 91, 104, 108, 119, 124, 136, 140, 146, 159, 173, 182, 188, 201, 213, 214]
[4, 34, 54, 70, 81, 88, 91, 101, 109, 117, 127, 131, 143, 151, 159, 164, 174, 182, 188, 203, 213]
[4, 34, 54, 69, 80, 87, 98, 101, 110, 119, 126, 132, 139, 147, 159, 172, 182, 188, 204, 212, 215]
[4, 34, 54, 70, 81, 88, 91, 101, 113, 117, 125, 136, 143, 151, 159, 173, 182, 188, 194, 208, 215]
[4, 34, 54, 70, 81, 88, 91, 101, 109, 117, 127, 131, 143, 151, 159, 164, 174, 182, 188, 203, 213]
