[49, 72, 89, 111, 126, 146, 158, 182, 190, 212]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[71, 89, 113, 126, 145, 159, 171, 182, 190, 212]
[49, 72, 89, 111, 126, 146, 158, 182, 190, 212]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[58, 81, 110, 126, 145, 158, 178, 182, 190, 212]
[71, 89, 113, 126, 145, 159, 171, 182, 190, 212]
[71, 89, 110, 126, 146, 157, 183, 189, 209, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[71, 89, 113, 126, 145, 159, 171, 182, 188, 208]
[49, 72, 89, 111, 126, 146, 158, 182, 190, 212]
[71, 89, 113, 126, 145, 159, 171, 182, 190, 212]
[67, 87, 110, 127, 153, 177, 179, 189, 209, 215]
[58, 81, 110, 126, 137, 153, 183, 189, 209, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[71, 89, 110, 126, 146, 158, 181, 188, 209, 215]
[49, 72, 89, 111, 127, 152, 178, 182, 190, 212]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[58, 81, 110, 126, 137, 153, 183, 189, 209, 215]
[67, 87, 110, 126, 146, 158, 181, 188, 209, 215]
[67, 87, 110, 126, 146, 157, 183, 189, 209, 215]
[71, 90, 120, 143, 155, 173, 182, 188, 201, 213]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[58, 81, 113, 126, 145, 157, 177, 182, 190, 212]
[71, 89, 113, 126, 145, 159, 171, 182, 190, 212]
[49, 72, 89, 111, 126, 146, 158, 182, 190, 212]
[49, 72, 90, 120, 144, 159, 173, 182, 190, 208]
[67, 87, 110, 126, 146, 158, 181, 188, 209, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[71, 89, 113, 126, 145, 159, 171, 182, 190, 212]
[58, 81, 110, 126, 137, 154, 177, 180, 189, 209]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[49, 72, 89, 111, 126, 146, 158, 182, 190, 212]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[71, 89, 113, 126, 145, 159, 171, 182, 190, 212]
[49, 72, 89, 111, 126, 146, 158, 182, 190, 212]
[71, 89, 110, 126, 146, 157, 183, 189, 209, 215]
[58, 80, 96, 120, 143, 155, 173, 182, 190, 208]
[71, 90, 120, 143, 155, 173, 182, 188, 201, 213]
[49, 72, 89, 111, 126, 146, 158, 182, 190, 212]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[67, 87, 110, 126, 146, 157, 183, 189, 209, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[58, 81, 110, 126, 137, 153, 183, 189, 209, 215]
[49, 72, 89, 110, 127, 152, 183, 189, 210, 215]
[71, 89, 110, 126, 146, 157, 183, 189, 209, 215]
