MAT,,,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237
MT,,,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,18,102,102,102,102,102,102,102,102,102,102,102,102
E,,,"(1e-05, 504.442]","(504.442, 2095.49]","(2095.49, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 182408.0]","(182408.0, 886730.0]","(886730.0, 1356840.0]","(1356840.0, 3206450.0]","(3206450.0, 4270930.0]","(4270930.0, 7507620.0]","(7507620.0, 20000000.0]","(1e-05, 504.442]","(504.442, 2095.49]","(2095.49, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 182408.0]","(182408.0, 886730.0]","(886730.0, 1356840.0]","(1356840.0, 3206450.0]","(3206450.0, 4270930.0]","(4270930.0, 7507620.0]","(7507620.0, 20000000.0]","(1e-05, 504.442]","(504.442, 2095.49]","(2095.49, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 182408.0]","(182408.0, 886730.0]","(886730.0, 1356840.0]","(1356840.0, 3206450.0]","(3206450.0, 4270930.0]","(4270930.0, 7507620.0]","(7507620.0, 20000000.0]"
MAT,MT,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,2,"(1e-05, 504.442]",0.000231993,4.183974e-06,4.593024e-07,-3.477071e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.487685e-06,-1.460436e-07,-1.84885e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001066323,-1.597314e-05,-1.267146e-06,5.084248e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9237,2,"(504.442, 2095.49]",4.183974e-06,2.089984e-05,4.743723e-06,1.114309e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747876e-07,1.04036e-06,1.32335e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.754012e-06,-8.794496e-05,-2.79228e-05,-1.041094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9237,2,"(2095.49, 9286.92]",4.593024e-07,4.743723e-06,0.001020947,0.001216056,0.001101022,0.0006669205,0.000337252,-0.0004625503,-4.496481e-05,0.0002061744,-0.0003016465,0.0004187628,6.522629e-08,1.797922e-07,0.001452695,0.001462274,0.001684819,-0.0004683141,-0.0003800671,9.848027e-05,0.00066456,0.0005752079,0.001568338,0.0007985444,-5.379793e-07,-2.033044e-05,0.0002606498,0.0003498463,0.0003887818,-0.0001863319,-0.0008049532,-0.0001417032,0.0008803477,0.001843085,0.002225347,0.002768791
9237,2,"(9286.92, 18928.2]",-3.477071e-08,1.114309e-06,0.001216056,0.001449583,0.001313173,0.0007956039,0.0004025083,-0.0005556467,-5.439661e-05,0.0002499602,-0.0003562148,0.0004998158,0.0,0.0,0.001717618,0.001729251,0.002001493,-0.0005698884,-0.0004513222,0.0001225255,0.0007913901,0.0006842886,0.001865106,0.0009482058,-1.63828e-08,-5.050615e-06,0.0003145617,0.0004170785,0.0004648208,-0.0002163163,-0.000948022,-0.0001505475,0.00106682,0.002215231,0.00267183,0.00330839
9237,2,"(18928.2, 27147.8]",0.0,0.0,0.001101022,0.001313173,0.001191484,0.0007226994,0.0003655826,-0.0005190199,-5.331034e-05,0.0002398754,-0.0003103769,0.0004541084,0.0,0.0,0.001509337,0.001520488,0.001787005,-0.000553783,-0.0004057174,0.0001230568,0.0007109638,0.0006107364,0.001667437,0.0008434559,0.0,0.0,0.0002840375,0.0003772862,0.0004317046,-0.0001724785,-0.0008184353,-7.65845e-05,0.001020053,0.002057119,0.002470725,0.003010041
9237,2,"(27147.8, 182408.0]",0.0,0.0,0.0006669205,0.0007956039,0.0007226994,0.0004390597,0.0002213473,-0.0003221114,-3.572027e-05,0.0001491097,-0.0001828212,0.0002749015,0.0,0.0,0.0009019157,0.0009087413,0.001072359,-0.0003458284,-0.000248866,7.104232e-05,0.0004244182,0.0003608048,0.0009944318,0.0005022311,0.0,0.0,0.0001788418,0.0002375867,0.0002740423,-9.112587e-05,-0.0004808433,-2.949311e-05,0.0006299747,0.00125041,0.001497212,0.001813199
