MAT,,,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437
MT,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
E,,,"(1e-05, 185.813]","(185.813, 468.471]","(468.471, 886.73]","(886.73, 2235.62]","(2235.62, 9286.92]","(9286.92, 17741.7]","(17741.7, 23414.1]","(23414.1, 27147.8]","(27147.8, 41540.7]","(41540.7, 68444.9]","(68444.9, 73700.4]","(73700.4, 112774.0]","(112774.0, 129554.0]","(129554.0, 139501.0]","(139501.0, 182408.0]","(182408.0, 198239.0]","(198239.0, 303339.0]","(303339.0, 504442.0]","(504442.0, 623994.0]","(623994.0, 771881.0]","(771881.0, 886730.0]","(886730.0, 1807290.0]","(1807290.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]","(1e-05, 185.813]","(185.813, 468.471]","(468.471, 886.73]","(886.73, 2235.62]","(2235.62, 9286.92]","(9286.92, 17741.7]","(17741.7, 23414.1]","(23414.1, 27147.8]","(27147.8, 41540.7]","(41540.7, 68444.9]","(68444.9, 73700.4]","(73700.4, 112774.0]","(112774.0, 129554.0]","(129554.0, 139501.0]","(139501.0, 182408.0]","(182408.0, 198239.0]","(198239.0, 303339.0]","(303339.0, 504442.0]","(504442.0, 623994.0]","(623994.0, 771881.0]","(771881.0, 886730.0]","(886730.0, 1807290.0]","(1807290.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]","(1e-05, 185.813]","(185.813, 468.471]","(468.471, 886.73]","(886.73, 2235.62]","(2235.62, 9286.92]","(9286.92, 17741.7]","(17741.7, 23414.1]","(23414.1, 27147.8]","(27147.8, 41540.7]","(41540.7, 68444.9]","(68444.9, 73700.4]","(73700.4, 112774.0]","(112774.0, 129554.0]","(129554.0, 139501.0]","(139501.0, 182408.0]","(182408.0, 198239.0]","(198239.0, 303339.0]","(303339.0, 504442.0]","(504442.0, 623994.0]","(623994.0, 771881.0]","(771881.0, 886730.0]","(886730.0, 1807290.0]","(1807290.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]"
MAT,MT,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,2,"(1e-05, 185.813]",0.003480465,0.003586379,0.002092755,0.001640605,0.0001438096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002033727,0.0002697326,0.0004014935,0.0003094372,4.295587e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00363191,0.003504051,0.002515552,0.002469111,0.0003034822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9437,2,"(185.813, 468.471]",0.003586379,0.003773884,0.002253901,0.001764857,0.0001536475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001420902,0.0002077957,0.0003322368,0.0002393071,4.111386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003682811,0.003594513,0.002619497,0.002558484,0.0003168839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9437,2,"(468.471, 886.73]",0.002092755,0.002253901,0.001612573,0.00131744,0.0001083901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001790188,0.0002372816,0.0003126639,0.0002693381,3.519204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001786745,0.0017659,0.001475771,0.001431664,0.0001792307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9437,2,"(886.73, 2235.62]",0.001640605,0.001764857,0.00131744,0.001172804,0.0001148183,2.114624e-05,2.12891e-05,2.162865e-05,2.186085e-05,2.25642e-05,2.311319e-05,2.309739e-05,2.273381e-05,2.273381e-05,2.273381e-05,2.147829e-05,2.138938e-05,1.91842e-05,1.647954e-05,1.647954e-05,1.810907e-05,2.348352e-05,2.589074e-05,1.905966e-05,1.763244e-05,0.0001183799,0.0001568612,0.0002179228,0.0001872206,2.042942e-05,3.083712e-06,5.942381e-06,6.575512e-06,6.795006e-06,3.421776e-06,-2.20192e-06,-2.419522e-06,-7.293659e-06,-7.293659e-06,-7.293659e-06,-8.818754e-06,-8.914008e-06,-1.021275e-05,-6.219072e-06,-6.219072e-06,-2.15846e-06,-6.693521e-07,-3.603301e-06,-5.817044e-06,-5.229437e-06,0.001252473,0.001240959,0.001035851,0.001102693,0.0001693375,4.064094e-05,4.650445e-05,4.956611e-05,5.14154e-05,5.28086e-05,4.799638e-05,4.783598e-05,4.399718e-05,4.399718e-05,4.399718e-05,4.134102e-05,4.126153e-05,4.607582e-05,5.811068e-05,5.811068e-05,7.138558e-05,9.284251e-05,0.0001269557,0.0001229502,3.188016e-05
9437,2,"(2235.62, 9286.92]",0.0001438096,0.0001536475,0.0001083901,0.0001148183,0.0002020554,0.0002061221,0.0002075464,0.0002108401,0.0002130922,0.0002199084,0.0002252276,0.0002250713,0.0002214761,0.0002214761,0.0002214761,0.0002091986,0.0002083302,0.0001868622,0.0001606224,0.0001606224,0.0001766586,0.0002292858,0.0002529679,0.0001863946,0.0001722049,1.15741e-05,1.546726e-05,2.111225e-05,1.266329e-05,-6.365978e-05,3.28937e-05,6.051562e-05,6.661796e-05,6.871593e-05,3.580952e-05,-1.898436e-05,-2.112979e-05,-6.918596e-05,-6.918596e-05,-6.918596e-05,-8.466175e-05,-8.562883e-05,-9.891284e-05,-6.036173e-05,-6.036173e-05,-2.086598e-05,-6.306584e-06,-3.456218e-05,-5.687412e-05,-5.062796e-05,0.0001273634,0.0001262983,0.000106677,0.000138583,0.0002735831,0.0003902334,0.0004469497,0.0004763177,0.0004940564,0.0005073827,0.0004601852,0.0004587821,0.0004252017,0.0004252017,0.0004252017,0.0004011384,0.0004005032,0.00045159,0.0005752683,0.0005752683,0.0007074713,0.0009207977,0.00125766,0.001231675,0.0003149109
9437,2,"(9286.92, 17741.7]",0.0,0.0,0.0,2.114624e-05,0.0002061221,0.0002197895,0.0002213579,0.0002248739,0.0002272743,0.0002344665,0.00024005,0.0002398771,0.0002359004,0.0002359004,0.0002359004,0.0002227403,0.0002218114,0.0001989666,0.0001712602,0.0001712602,0.0001886344,0.0002452681,0.0002709689,0.0002000108,0.0001843256,0.0,0.0,0.0,-5.964647e-06,-6.38281e-05,4.098068e-05,6.993433e-05,7.630147e-05,7.845399e-05,4.330294e-05,-1.508392e-05,-1.74243e-05,-6.984727e-05,-6.984727e-05,-6.984727e-05,-8.762599e-05,-8.87382e-05,-0.0001042266,-6.391885e-05,-6.391885e-05,-2.196977e-05,-6.332891e-06,-3.57231e-05,-6.107211e-05,-5.336196e-05,0.0,0.0,0.0,2.36597e-05,0.0002643875,0.0004035417,0.000463119,0.0004933934,0.0005116798,0.0005253468,0.0004744958,0.0004733444,0.0004457876,0.0004457876,0.0004457876,0.0004239505,0.0004235695,0.00048711,0.0006326218,0.0006326218,0.0007796966,0.001015965,0.001384349,0.001384526,0.0003446982
9437,2,"(17741.7, 23414.1]",0.0,0.0,0.0,2.12891e-05,0.0002075464,0.0002213579,0.000222958,0.0002264995,0.0002289164,0.0002361442,0.000241752,0.0002415779,0.000237573,0.000237573,0.000237573,0.0002243054,0.0002233691,0.0002003514,0.000172487,0.000172487,0.0001900243,0.0002471372,0.000273085,0.0002016106,0.0001857467,0.0,0.0,0.0,-5.946104e-06,-6.330683e-05,4.207079e-05,7.11734e-05,7.756301e-05,7.971704e-05,4.430558e-05,-1.44918e-05,-1.685623e-05,-6.9818e-05,-6.9818e-05,-6.9818e-05,-8.788516e-05,-8.901558e-05,-0.0001047835,-6.43024e-05,-6.43024e-05,-2.207707e-05,-6.316071e-06,-3.582072e-05,-6.155868e-05,-5.365054e-05,0.0,0.0,0.0,2.368686e-05,0.0002648497,0.000404765,0.000464648,0.0004950114,0.0005133516,0.0005270494,0.000475806,0.0004746891,0.000447958,0.000447958,0.000447958,0.0004264569,0.0004261116,0.0004912955,0.00063962,0.00063962,0.0007885605,0.001027652,0.001399857,0.001403755,0.0003483321
9437,2,"(23414.1, 27147.8]",0.0,0.0,0.0,2.162865e-05,0.0002108401,0.0002248739,0.0002264995,0.0002301156,0.0002325804,0.000239896,0.0002456074,0.0002454299,0.0002413464,0.0002413464,0.0002413464,0.0002278682,0.000226917,0.0002035341,0.0001752261,0.0001752261,0.0001930499,0.0002510785,0.0002774524,0.0002048395,0.0001887058,0.0,0.0,0.0,-6.033824e-06,-6.419536e-05,4.284028e-05,7.23936e-05,7.887938e-05,8.10644e-05,4.508808e-05,-1.464294e-05,-1.704553e-05,-7.086198e-05,-7.086198e-05,-7.086198e-05,-8.923395e-05,-9.038349e-05,-0.0001064228,-6.531171e-05,-6.531171e-05,-2.241877e-05,-6.409143e-06,-3.637195e-05,-6.254346e-05,-5.449109e-05,0.0,0.0,0.0,2.404462e-05,0.0002688913,0.0004109999,0.0004718368,0.000502669,0.0005212905,0.0005351582,0.0004831114,0.0004819818,0.0004549458,0.0004549458,0.0004549458,0.0004331704,0.0004328245,0.0004991701,0.000650044,0.000650044,0.0008014168,0.001044447,0.001422717,0.001427026,0.0003539961
