MAT,,,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437
MT,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
E,,,"(1e-05, 198.239]","(198.239, 823.498]","(823.498, 2235.62]","(2235.62, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 41540.7]","(41540.7, 112774.0]","(112774.0, 182408.0]","(182408.0, 198239.0]","(198239.0, 303339.0]","(303339.0, 504442.0]","(504442.0, 716839.0]","(716839.0, 886730.0]","(886730.0, 1807290.0]","(1807290.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]","(1e-05, 198.239]","(198.239, 823.498]","(823.498, 2235.62]","(2235.62, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 41540.7]","(41540.7, 112774.0]","(112774.0, 182408.0]","(182408.0, 198239.0]","(198239.0, 303339.0]","(303339.0, 504442.0]","(504442.0, 716839.0]","(716839.0, 886730.0]","(886730.0, 1807290.0]","(1807290.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]","(1e-05, 198.239]","(198.239, 823.498]","(823.498, 2235.62]","(2235.62, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 41540.7]","(41540.7, 112774.0]","(112774.0, 182408.0]","(182408.0, 198239.0]","(198239.0, 303339.0]","(303339.0, 504442.0]","(504442.0, 716839.0]","(716839.0, 886730.0]","(886730.0, 1807290.0]","(1807290.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]"
MAT,MT,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,2,"(1e-05, 198.239]",0.003624312,0.002844361,0.001645457,0.0001464508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002055636,0.0003383225,0.0003093353,4.373851e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003723641,0.003166283,0.002496889,0.0003114374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9437,2,"(198.239, 823.498]",0.002844361,0.002421806,0.001517104,0.0001304792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001713269,0.000283165,0.0002647719,3.939172e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002673066,0.002386156,0.001952948,0.0002469652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9437,2,"(823.498, 2235.62]",0.001645457,0.001517104,0.00115312,0.0001128874,2.034698e-05,2.061516e-05,2.101744e-05,2.200579e-05,2.185671e-05,2.064963e-05,2.056415e-05,1.844405e-05,1.584374e-05,1.688585e-05,2.25775e-05,2.489184e-05,1.832431e-05,1.695216e-05,0.0001191398,0.0001849777,0.0001838853,2.002295e-05,3.295744e-06,5.980817e-06,6.532847e-06,-1.823172e-07,-7.012261e-06,-8.478516e-06,-8.570095e-06,-9.81873e-06,-5.979133e-06,-3.336066e-06,-6.435276e-07,-3.464281e-06,-5.592616e-06,-5.027679e-06,0.001224785,0.00113365,0.001053884,0.0001642135,3.962529e-05,4.603135e-05,4.943174e-05,4.816905e-05,4.229972e-05,3.974603e-05,3.966961e-05,4.429816e-05,5.58687e-05,6.349902e-05,8.926054e-05,0.0001220576,0.0001182066,3.065019e-05
9437,2,"(2235.62, 9286.92]",0.0001464508,0.0001304792,0.0001128874,0.0002020554,0.0002062941,0.0002090337,0.0002130922,0.0002230524,0.0002214761,0.0002091986,0.0002083302,0.0001868622,0.0001606224,0.0001712893,0.0002292858,0.0002529679,0.0001863946,0.0001722049,1.173884e-05,1.829284e-05,1.287604e-05,-6.365978e-05,3.62204e-05,6.319934e-05,6.871593e-05,6.083381e-07,-6.918596e-05,-8.466175e-05,-8.562883e-05,-9.891284e-05,-6.036173e-05,-3.362216e-05,-6.306584e-06,-3.456218e-05,-5.687412e-05,-5.062796e-05,0.0001274525,0.000118941,0.0001355821,0.0002735831,0.0003957903,0.0004601305,0.0004940564,0.0004809178,0.0004252017,0.0004011384,0.0004005032,0.00045159,0.0005752683,0.0006543071,0.0009207977,0.00125766,0.001231675,0.0003149109
9437,2,"(9286.92, 18928.2]",0.0,0.0,2.034698e-05,0.0002062941,0.0002201687,0.0002231402,0.0002274725,0.0002379663,0.0002361023,0.0002229293,0.0002219995,0.0001991338,0.0001714084,0.0001829784,0.0002454938,0.0002712244,0.000200204,0.0001844972,0.0,0.0,-5.630605e-06,-6.376516e-05,4.460156e-05,7.288532e-05,7.86065e-05,5.852561e-06,-6.984373e-05,-8.765728e-05,-8.877169e-05,-0.0001042938,-6.396516e-05,-3.554205e-05,-6.33086e-06,-3.573489e-05,-6.113087e-05,-5.33968e-05,0.0,0.0,2.267006e-05,0.0002644433,0.0004095302,0.000476896,0.0005118817,0.0004971856,0.0004460496,0.0004242531,0.0004238764,0.0004876154,0.0006334668,0.0007215315,0.001017376,0.001386221,0.001386848,0.000345137
9437,2,"(18928.2, 27147.8]",0.0,0.0,2.061516e-05,0.0002090337,0.0002231402,0.0002261717,0.000230571,0.0002411756,0.000239277,0.0002259143,0.0002249712,0.0002017886,0.0001737239,0.0001854754,0.000248917,0.0002750572,0.0002030687,0.000187083,0.0,0.0,-5.652616e-06,-6.370806e-05,4.594781e-05,7.455357e-05,8.032547e-05,6.580522e-06,-7.028943e-05,-8.849424e-05,-8.963329e-05,-0.0001055237,-6.475818e-05,-3.596652e-05,-6.3581e-06,-3.606964e-05,-6.200338e-05,-5.403011e-05,0.0,0.0,2.284771e-05,0.0002666748,0.0004134899,0.0004816168,0.0005169366,0.000501969,0.0004511135,0.0004294886,0.0004291429,0.0004948515,0.0006443272,0.0007340293,0.001035236,0.00141018,0.001414264,0.0003508898
