MAT,,,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437
MT,,,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,102,102,102,102,102,102,102,102,102,102,102
E,,,"(1e-05, 504.442]","(504.442, 2095.49]","(2095.49, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 172563.0]","(172563.0, 886730.0]","(886730.0, 1356840.0]","(1356840.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]","(1e-05, 504.442]","(504.442, 2095.49]","(2095.49, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 172563.0]","(172563.0, 886730.0]","(886730.0, 1356840.0]","(1356840.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]","(1e-05, 504.442]","(504.442, 2095.49]","(2095.49, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 172563.0]","(172563.0, 886730.0]","(886730.0, 1356840.0]","(1356840.0, 3206450.0]","(3206450.0, 5283130.0]","(5283130.0, 20000000.0]"
MAT,MT,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,2,"(1e-05, 504.442]",0.003532205,0.001887919,0.000161916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002003615,0.0003072793,4.493369e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003557957,0.002583215,0.00036309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9437,2,"(504.442, 2095.49]",0.001887919,0.001366382,0.0001164179,5.000885e-06,5.066798e-06,5.367659e-06,4.432189e-06,4.587757e-06,6.237613e-06,4.503753e-06,4.166505e-06,0.0001567729,0.0002300498,3.072659e-05,8.100288e-07,1.469966e-06,-5.515503e-07,-1.670158e-06,2.014123e-07,-7.658305e-07,-1.374554e-06,-1.235704e-06,0.001422814,0.00123904,0.0001901373,9.739112e-06,1.13136e-05,1.142976e-05,1.164453e-05,1.974984e-05,2.83441e-05,2.905284e-05,7.53321e-06
9437,2,"(2095.49, 9286.92]",0.000161916,0.0001164179,0.0002013951,0.0002050696,0.0002077927,0.0002200333,0.0001816797,0.0001883795,0.000256349,0.0001852797,0.0001711781,1.441284e-05,2.053018e-05,-6.298457e-05,3.596623e-05,6.278845e-05,-2.042307e-05,-6.796619e-05,8.368606e-06,-3.091194e-05,-5.653414e-05,-5.033229e-05,0.0001386778,0.0001306303,0.0002719717,0.0003935243,0.0004574911,0.0004626349,0.0004807286,0.000823793,0.001181501,0.001223901,0.0003129837
9437,2,"(9286.92, 18928.2]",0.0,5.000885e-06,0.0002050696,0.0002201687,0.0002231402,0.0002360912,0.0001949069,0.0002027337,0.000276452,0.000200204,0.0001844972,0.0,-1.00657e-06,-6.397345e-05,4.460156e-05,7.288532e-05,-1.717036e-05,-7.191642e-05,9.149985e-06,-3.215764e-05,-6.113087e-05,-5.33968e-05,0.0,4.747859e-06,0.0002596077,0.0004095302,0.000476896,0.0004833161,0.0005235899,0.0009160589,0.00131143,0.001386848,0.000345137
9437,2,"(18928.2, 27147.8]",0.0,5.066798e-06,0.0002077927,0.0002231402,0.0002261717,0.000239275,0.0001975271,0.0002055398,0.0002803517,0.0002030687,0.000187083,0.0,-1.010504e-06,-6.392329e-05,4.594781e-05,7.455357e-05,-1.681351e-05,-7.274251e-05,9.305307e-06,-3.245984e-05,-6.200338e-05,-5.403011e-05,0.0,4.785066e-06,0.0002617936,0.0004134899,0.0004816168,0.0004882364,0.0005315202,0.0009321716,0.001334211,0.001414264,0.0003508898
9437,2,"(27147.8, 172563.0]",0.0,5.367659e-06,0.0002200333,0.0002360912,0.000239275,0.0002532548,0.0002090632,0.0002172464,0.0002960488,0.0002142511,0.0001976059,0.0,-1.10427e-06,-7.091878e-05,4.598144e-05,7.647298e-05,-1.985915e-05,-7.718745e-05,9.942165e-06,-3.47145e-05,-6.521563e-05,-5.720374e-05,0.0,5.170164e-06,0.0002821982,0.0004437882,0.0005165394,0.000523097,0.0005578275,0.0009689212,0.001388272,0.001456982,0.0003663069
9437,2,"(172563.0, 886730.0]",0.0,4.432189e-06,0.0001816797,0.0001949069,0.0001975271,0.0002090632,0.0001726184,0.0001793297,0.0002443287,0.0001767964,0.0001630885,0.0,-9.175417e-07,-5.911277e-05,3.747457e-05,6.26803e-05,-1.682174e-05,-6.406232e-05,7.915669e-06,-2.89699e-05,-5.408542e-05,-4.751307e-05,0.0,4.28127e-06,0.0002335987,0.0003670621,0.0004271728,0.0004325524,0.0004605726,0.0007992445,0.001145132,0.00120077,0.0003021192
9437,2,"(886730.0, 1356840.0]",0.0,4.587757e-06,0.0001883795,0.0002027337,0.0002055398,0.0002172464,0.0001793297,0.0001873506,0.0002561007,0.0001859481,0.0001707845,0.0,-8.353214e-07,-5.029598e-05,4.805421e-05,7.35006e-05,-1.036208e-05,-6.547046e-05,8.123193e-06,-2.880374e-05,-5.732285e-05,-4.889555e-05,0.0,4.097557e-06,0.0002258414,0.0003613091,0.000421704,0.0004287351,0.0004922869,0.0008841689,0.001262991,0.001370208,0.0003294587
9437,2,"(1356840.0, 3206450.0]",0.0,6.237613e-06,0.000256349,0.000276452,0.0002803517,0.0002960488,0.0002443287,0.0002561007,0.0003509861,0.0002554046,0.0002339066,0.0,-1.035873e-06,-5.889876e-05,7.332742e-05,0.000107356,-8.010426e-06,-8.843001e-05,1.104717e-05,-3.797104e-05,-7.908237e-05,-6.642505e-05,0.0,5.271277e-06,0.0002926783,0.0004743768,0.0005547855,0.0005656164,0.0006844598,0.00125608,0.001790451,0.001983087,0.0004637844
9437,2,"(3206450.0, 5283130.0]",0.0,4.503753e-06,0.0001852797,0.000200204,0.0002030687,0.0002142511,0.0001767964,0.0001859481,0.0002554046,0.0001862948,0.0001701188,0.0,-6.771192e-07,-3.582199e-05,5.857684e-05,8.273674e-05,-1.573988e-06,-6.370582e-05,7.670102e-06,-2.683958e-05,-5.824472e-05,-4.820416e-05,0.0,3.589631e-06,0.0002009636,0.0003302741,0.0003871009,0.0003958714,0.0005054884,0.0009465283,0.00134679,0.001520334,0.0003464761
9437,2,"(5283130.0, 20000000.0]",0.0,4.166505e-06,0.0001711781,0.0001844972,0.000187083,0.0001976059,0.0001630885,0.0001707845,0.0002339066,0.0001701188,0.0001559353,0.0,-7.091908e-07,-4.0979e-05,4.760637e-05,7.043198e-05,-6.366717e-06,-5.904766e-05,7.510675e-06,-2.544669e-05,-5.247813e-05,-4.426153e-05,0.0,3.573959e-06,0.0001980468,0.0003198529,0.0003738648,0.0003808706,0.0004543254,0.0008290492,0.001182399,0.001302596,0.0003068858
9437,18,"(1e-05, 504.442]",0.0002003615,0.0001567729,1.441284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001013069,0.00103009,7.908607e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.357081e-05,0.0002210578,2.924384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
