MAT,,,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237,9237
MT,,,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,102,102,102,102,102,102,102,102,102,102,102
E,,,"(1e-05, 404.041]","(404.041, 2235.62]","(2235.62, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 139501.0]","(139501.0, 823498.0]","(823498.0, 1356840.0]","(1356840.0, 2977800.0]","(2977800.0, 6069220.0]","(6069220.0, 20000000.0]","(1e-05, 404.041]","(404.041, 2235.62]","(2235.62, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 139501.0]","(139501.0, 823498.0]","(823498.0, 1356840.0]","(1356840.0, 2977800.0]","(2977800.0, 6069220.0]","(6069220.0, 20000000.0]","(1e-05, 404.041]","(404.041, 2235.62]","(2235.62, 9286.92]","(9286.92, 18928.2]","(18928.2, 27147.8]","(27147.8, 139501.0]","(139501.0, 823498.0]","(823498.0, 1356840.0]","(1356840.0, 2977800.0]","(2977800.0, 6069220.0]","(6069220.0, 20000000.0]"
MAT,MT,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,2,"(1e-05, 404.041]",0.0002621887,5.346357e-06,3.81612e-07,-3.385294e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.773177e-06,-1.425105e-07,-1.61398e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001103628,-2.082389e-05,-9.467349e-07,5.030697e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9237,2,"(404.041, 2235.62]",5.346357e-06,2.00084e-05,4.13322e-06,1.079769e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.961958e-07,1.00264e-06,1.14572e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.104161e-06,-8.176775e-05,-2.503291e-05,-1.0084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9237,2,"(2235.62, 9286.92]",3.81612e-07,4.13322e-06,0.001082584,0.001252354,0.001133917,0.0007568757,0.0003636957,-0.0003713786,-8.829884e-05,1.792025e-05,0.0003076443,4.54219e-08,1.528778e-07,0.001496099,0.001505963,0.001735157,5.257138e-05,-0.0004177517,8.818239e-05,0.0006956648,0.001123095,0.0008933073,-4.400394e-07,-1.721733e-05,0.000278876,0.0003606193,0.0004003976,-5.446514e-05,-0.0008264297,-0.000232679,0.0008569406,0.001921378,0.002867555
9237,2,"(9286.92, 18928.2]",-3.385294e-08,1.079769e-06,0.001252354,0.001449583,0.001313173,0.0008766381,0.0004214767,-0.0004334682,-0.0001037587,2.476522e-05,0.0003569475,0.0,0.0,0.001717621,0.001729251,0.002001493,5.206732e-05,-0.0004823307,0.0001071186,0.0008045098,0.001297416,0.001030146,-1.697168e-08,-4.746431e-06,0.0003251789,0.0004170785,0.0004648208,-5.763856e-05,-0.0009455092,-0.0002515879,0.001009249,0.002242207,0.00332761
9237,2,"(18928.2, 27147.8]",0.0,0.0,0.001133917,0.001313173,0.001191484,0.0007960385,0.000382923,-0.000406102,-0.0001006813,3.586772e-05,0.0003257991,0.0,0.0,0.001509339,0.001520488,0.001787005,1.722261e-05,-0.0004353814,0.0001088888,0.0007233482,0.001160619,0.0009169271,0.0,0.0,0.0002934622,0.0003772862,0.0004317046,-2.982829e-05,-0.0008175751,-0.0001698853,0.0009680767,0.002081678,0.003029279
9237,2,"(27147.8, 139501.0]",0.0,0.0,0.0007568757,0.0008766381,0.0007960385,0.0005325353,0.00025515,-0.0002764846,-7.148849e-05,2.6061e-05,0.0002174066,0.0,0.0,0.001003307,0.001010655,0.001185322,6.035362e-06,-0.0002958648,6.425934e-05,0.0004763161,0.000761139,0.0006035873,0.0,0.0,0.0002067111,0.0002651212,0.0003026821,-7.592245e-06,-0.0005365862,-0.0001071367,0.000647224,0.001378938,0.002001437
