MAT,,,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437,9437
MT,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
E,,,"(1e-05, 0.1]","(0.1, 0.54]","(0.54, 4.0]","(4.0, 8.31529]","(8.31529, 10.0]","(10.0, 10.7678]","(10.7678, 11.4879]","(11.4879, 12.37]","(12.37, 13.3198]","(13.3198, 13.6945]","(13.6945, 14.3426]","(14.3426, 15.3017]","(15.3017, 16.4766]","(16.4766, 17.7417]","(17.7417, 18.9282]","(18.9282, 20.3815]","(20.3815, 121.433]","(121.433, 129.554]","(129.554, 139.501]","(139.501, 160.258]","(160.258, 185.813]","(185.813, 229.851]","(229.851, 886.73]","(886.73, 1096.88]","(1096.88, 1356.84]","(1356.84, 2095.49]","(2095.49, 3206.45]","(3206.45, 3266.3]","(3266.3, 4556.53]","(4556.53, 5636.43]","(5636.43, 9286.92]","(9286.92, 15301.7]","(15301.7, 20000000.0]","(1e-05, 0.1]","(0.1, 0.54]","(0.54, 4.0]","(4.0, 8.31529]","(8.31529, 10.0]","(10.0, 10.7678]","(10.7678, 11.4879]","(11.4879, 12.37]","(12.37, 13.3198]","(13.3198, 13.6945]","(13.6945, 14.3426]","(14.3426, 15.3017]","(15.3017, 16.4766]","(16.4766, 17.7417]","(17.7417, 18.9282]","(18.9282, 20.3815]","(20.3815, 121.433]","(121.433, 129.554]","(129.554, 139.501]","(139.501, 160.258]","(160.258, 185.813]","(185.813, 229.851]","(229.851, 886.73]","(886.73, 1096.88]","(1096.88, 1356.84]","(1356.84, 2095.49]","(2095.49, 3206.45]","(3206.45, 3266.3]","(3266.3, 4556.53]","(4556.53, 5636.43]","(5636.43, 9286.92]","(9286.92, 15301.7]","(15301.7, 20000000.0]","(1e-05, 0.1]","(0.1, 0.54]","(0.54, 4.0]","(4.0, 8.31529]","(8.31529, 10.0]","(10.0, 10.7678]","(10.7678, 11.4879]","(11.4879, 12.37]","(12.37, 13.3198]","(13.3198, 13.6945]","(13.6945, 14.3426]","(14.3426, 15.3017]","(15.3017, 16.4766]","(16.4766, 17.7417]","(17.7417, 18.9282]","(18.9282, 20.3815]","(20.3815, 121.433]","(121.433, 129.554]","(129.554, 139.501]","(139.501, 160.258]","(160.258, 185.813]","(185.813, 229.851]","(229.851, 886.73]","(886.73, 1096.88]","(1096.88, 1356.84]","(1356.84, 2095.49]","(2095.49, 3206.45]","(3206.45, 3266.3]","(3266.3, 4556.53]","(4556.53, 5636.43]","(5636.43, 9286.92]","(9286.92, 15301.7]","(15301.7, 20000000.0]"
MAT,MT,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,2,"(1e-05, 0.1]",0.00213314,0.00169457,0.00199864,0.00195878,0.00175099,0.00175099,0.00175099,0.00175099,0.00175099,0.00175099,0.00114327,0.00112575,0.00112575,0.00112575,0.00112575,0.00112575,-6.782933e-07,0.000691739,0.000691739,0.0001601712,-0.000376657,-0.000376657,0.000550667,0.00109015,0.000951777,0.0007399266,0.000220053,0.000220053,1.544216e-05,0.0,0.0,0.0,0.0,-2.6651e-05,-6.2106e-05,-6.06413e-05,-0.000224273,-0.000333121,-0.000333121,-0.000333121,-0.000333121,-0.000333121,-0.000333121,-0.0002734175,-0.000273156,-0.000273156,-0.000273156,-0.000273156,-0.000273156,-0.0002981898,-0.000270307,-0.000270307,-0.000306032,-0.000328772,-0.000328772,-0.0003412665,-0.000346478,-0.0003460528,-0.0003362665,-0.000137996,-0.000137996,-1.203085e-05,0.0,0.0,0.0,0.0,-7.13652e-05,-4.71511e-05,-0.000159637,-0.00129966,-0.00062491,-0.00062491,-0.00062491,-0.00062491,-0.00062491,-0.00062491,-0.00122203,-0.00122379,-0.00122379,-0.00122379,-0.00122379,-0.00122379,-0.001135129,-0.000963058,-0.000963058,-0.0009948049,-0.00107174,-0.00107174,-0.0008995806,-0.000566838,-0.0007919626,-0.001013508,-0.000484819,-0.000484819,-3.110723e-05,0.0,0.0,0.0,0.0
9437,2,"(0.1, 0.54]",0.00169457,0.00140482,0.0016239,0.00158448,0.00141896,0.00141896,0.00141896,0.00141896,0.00141896,0.00141896,0.0009092586,0.000894564,0.000894564,0.000894564,0.000894564,0.000894564,-6.64349e-05,0.000522298,0.000522298,5.826554e-05,-0.000410359,-0.000410359,0.0004022148,0.00086846,0.0007491951,0.0005703049,0.000166701,0.000166701,1.16982e-05,0.0,0.0,0.0,0.0,3.6305e-05,5.63042e-05,2.18922e-06,-0.000165778,-0.000261094,-0.000261094,-0.000261094,-0.000261094,-0.000261094,-0.000261094,-0.0002097986,-0.000209574,-0.000209574,-0.000209574,-0.000209574,-0.000209574,-0.0002206398,-0.000180708,-0.000180708,-0.0002247635,-0.000252806,-0.000252806,-0.0002591806,-0.000252437,-0.0002544237,-0.0002496258,-0.000106889,-0.000106889,-9.318861e-06,0.0,0.0,0.0,0.0,0.000103166,0.00012078,-1.67591e-05,-0.00113831,-0.000546022,-0.000546022,-0.000546022,-0.000546022,-0.000546022,-0.000546022,-0.001070704,-0.00107225,-0.00107225,-0.00107225,-0.00107225,-0.00107225,-0.001001057,-0.000852309,-0.000852309,-0.0008792186,-0.000944431,-0.000944431,-0.0007843446,-0.000483491,-0.0006782489,-0.0008700895,-0.000414825,-0.000414825,-2.661624e-05,0.0,0.0,0.0,0.0
9437,2,"(0.54, 4.0]",0.00199864,0.0016239,0.00189683,0.00185193,0.00166002,0.00166002,0.00166002,0.00166002,0.00166002,0.00166002,0.001053933,0.00103646,0.00103646,0.00103646,0.00103646,0.00103646,-0.0001114559,0.00059228,0.00059228,3.349686e-05,-0.000530816,-0.000530816,0.0004436576,0.00100513,0.0008593851,0.0006436602,0.00018506,0.00018506,1.298654e-05,0.0,0.0,0.0,0.0,9.95489e-06,1.58869e-06,-1.98739e-05,-0.00018699,-0.000303001,-0.000303001,-0.000303001,-0.000303001,-0.000303001,-0.000303001,-0.0002360074,-0.000235714,-0.000235714,-0.000235714,-0.000235714,-0.000235714,-0.0002537803,-0.000210147,-0.000210147,-0.0002568954,-0.000286652,-0.000286652,-0.000298944,-0.000294584,-0.0002973539,-0.0002922114,-0.000125934,-0.000125934,-1.097925e-05,0.0,0.0,0.0,0.0,3.48382e-05,5.70731e-05,-8.77189e-05,-0.00138464,-0.000663841,-0.000663841,-0.000663841,-0.000663841,-0.000663841,-0.000663841,-0.001302099,-0.00130398,-0.00130398,-0.00130398,-0.00130398,-0.00130398,-0.001216237,-0.00103399,-0.00103399,-0.001067147,-0.0011475,-0.0011475,-0.0009535709,-0.000583279,-0.0008219226,-0.001057437,-0.000504828,-0.000504828,-3.239106e-05,0.0,0.0,0.0,0.0
9437,2,"(4.0, 8.31529]",0.00195878,0.00158448,0.00185193,0.00181607,0.00162757,0.00162757,0.00162757,0.00162757,0.00162757,0.00162757,0.001084584,0.00106893,0.00106893,0.00106893,0.00106893,0.00106893,5.016179e-05,0.000677413,0.000677413,0.0001981205,-0.000285915,-0.000285915,0.0005507836,0.00103505,0.0009111999,0.0007186415,0.000218009,0.000218009,1.529872e-05,0.0,0.0,0.0,0.0,4.63142e-06,-5.15813e-06,-2.18835e-05,-0.000166903,-0.000263314,-0.000263314,-0.000263314,-0.000263314,-0.000263314,-0.000263314,-0.0002097575,-0.000209523,-0.000209523,-0.000209523,-0.000209523,-0.000209523,-0.0002251073,-0.000188273,-0.000188273,-0.0002284709,-0.000254058,-0.000254058,-0.0002644713,-0.000261399,-0.0002638881,-0.000259324,-0.00011111,-0.00011111,-9.686859e-06,0.0,0.0,0.0,0.0,1.63032e-05,3.51026e-05,-8.23745e-05,-0.0011473,-0.000550617,-0.000550617,-0.000550617,-0.000550617,-0.000550617,-0.000550617,-0.001078704,-0.00108026,-0.00108026,-0.00108026,-0.00108026,-0.00108026,-0.001013924,-0.000861422,-0.000861422,-0.0008906544,-0.000961496,-0.000961496,-0.000801688,-0.000493667,-0.0006971301,-0.0008981369,-0.000429488,-0.000429488,-2.755706e-05,0.0,0.0,0.0,0.0
9437,2,"(8.31529, 10.0]",0.00175099,0.00141896,0.00166002,0.00162757,0.00147363,0.00147363,0.00147363,0.00147363,0.00147363,0.00147363,0.0009792003,0.000964946,0.000964946,0.000964946,0.000964946,0.000964946,-2.287994e-06,0.000595246,0.000595246,0.000126174,-0.00034754,-0.00034754,0.0004677919,0.000931073,0.000810562,0.0006272309,0.000188541,0.000188541,1.323081e-05,0.0,0.0,0.0,0.0,6.35729e-06,-1.34937e-05,1.64894e-05,-4.14865e-05,-0.000136842,-0.000136842,-0.000136842,-0.000136842,-0.000136842,-0.000136842,-7.137618e-05,-7.10895e-05,-7.10895e-05,-7.10895e-05,-7.10895e-05,-7.10895e-05,-8.728482e-05,-4.46998e-05,-4.46998e-05,-7.837538e-05,-9.98108e-05,-9.98108e-05,-0.0001232662,-0.000115799,-0.000124135,-0.0001293697,-6.72338e-05,-6.72338e-05,-5.861618e-06,0.0,0.0,0.0,0.0,3.60472e-05,5.11674e-05,-6.75191e-05,-0.00114951,-0.000546989,-0.000546989,-0.000546989,-0.000546989,-0.000546989,-0.000546989,-0.001080906,-0.00108248,-0.00108248,-0.00108248,-0.00108248,-0.00108248,-0.001031046,-0.000872443,-0.000872443,-0.0009034301,-0.000978524,-0.000978524,-0.0007967535,-0.000452212,-0.0006577003,-0.0008626206,-0.000411833,-0.000411833,-2.642426e-05,0.0,0.0,0.0,0.0
9437,2,"(10.0, 10.7678]",0.00175099,0.00141896,0.00166002,0.00162757,0.00147363,0.00147363,0.00147363,0.00147363,0.00147363,0.00147363,0.0009792003,0.000964946,0.000964946,0.000964946,0.000964946,0.000964946,-2.287994e-06,0.000595246,0.000595246,0.000126174,-0.00034754,-0.00034754,0.0004677919,0.000931073,0.000810562,0.0006272309,0.000188541,0.000188541,1.323081e-05,0.0,0.0,0.0,0.0,6.35729e-06,-1.34937e-05,1.64894e-05,-4.14865e-05,-0.000136842,-0.000136842,-0.000136842,-0.000136842,-0.000136842,-0.000136842,-7.137618e-05,-7.10895e-05,-7.10895e-05,-7.10895e-05,-7.10895e-05,-7.10895e-05,-8.728482e-05,-4.46998e-05,-4.46998e-05,-7.837538e-05,-9.98108e-05,-9.98108e-05,-0.0001232662,-0.000115799,-0.000124135,-0.0001293697,-6.72338e-05,-6.72338e-05,-5.861618e-06,0.0,0.0,0.0,0.0,3.60472e-05,5.11674e-05,-6.75191e-05,-0.00114951,-0.000546989,-0.000546989,-0.000546989,-0.000546989,-0.000546989,-0.000546989,-0.001080906,-0.00108248,-0.00108248,-0.00108248,-0.00108248,-0.00108248,-0.001031046,-0.000872443,-0.000872443,-0.0009034301,-0.000978524,-0.000978524,-0.0007967535,-0.000452212,-0.0006577003,-0.0008626206,-0.000411833,-0.000411833,-2.642426e-05,0.0,0.0,0.0,0.0
