[70, 95, 118, 142, 190, 201, 212]
[70, 95, 118, 142, 182, 189, 209]
[70, 95, 118, 142, 158, 190, 209]
[78, 118, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 182, 189, 209]
[70, 95, 118, 142, 158, 190, 209]
[70, 95, 118, 142, 158, 190, 209]
[78, 118, 142, 158, 190, 201, 212]
[78, 118, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 190, 201, 212]
