[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 129, 134, 142, 158, 190, 201, 212]
[70, 95, 118, 142, 158, 173, 182, 189, 200, 211]
